group,name,description,specification,version,internal_set,internal,product_plan_rule,error_level,error
UsesiAP, DeprecatedBitsSet, This rule throws a warning if the accessory sets a bit that is deprecated or a bitgroup value that is deprecated., N/A, 2.3, NO, NO, NO, Warning, accessory set deprecated %@ in bitfield %@
UsesiAP, DidNotRegisterForBothNowPlayingApplicationNotifications, This rule throws an error if an accessory tried to register for only NowPlayingApplicationBundleName or only NowPlayingApplicationDisplayName.  It must register for both., CurrentMFiFirmwareSpecFileReference (1.6), 2.2, NO, NO, NO, Error, accessory must register for both NowPlayingApplicationBundleName and NowPlayingApplicationDisplayName notifications
UsesiAP, DisplayRemoteRequiredCommandsNotSeenCA, Fire an error during the DisplayRemote test if a required DisplayRemote command was not seen, N/A, 3.0, NO, NO, NO, Error, the required commands for the Display Remote test were not seen
UsesiAP, ExceededMaxPacketPayloadSize, This rule fires an error if the accessory sends any command with a packet payload greater than the max packet payload size returned from ReturnTransportMaxPayloadSize. (No error is fired if ReturnTransportMaxPayloadSize has not been seen)., CurrentMFiFirmwareSpecFileReference (3.3.15), 2.1, NO, NO, NO, Error, accessory sent %1$@ lingo %2$@ command with a packet payload size of %3$d_ which is greater than the max packet payload size of %4$d set by ReturnTransportMaxPayloadSize
UsesiAP, GetOrSetiPodPreferencesVideoOutRequiresAuth, This rule throws an error if the accessory GetiPodPreferences or SetiPodPreferences command requiring authentication  is sent before authentication is completed and the grace period has expired. Notes: Updated with IDPS support, CurrentMFiFirmwareSpecFileReference (3.3.36), 1.1, NO, NO, NO, Error, using GetiPodPreferences or SetiPodPreferences with the video out class requires authentication
UsesiAP, GetWithoutAttemptedNotificationRegistration, This rule throws an error if a Get command is sent without attempting to register for the appropriate notifications. NOTE: Accessories are allowed to send GetPlayStatus when entering Extended Interface mode for the first time without attempting to register for notifications to comply with FirstRemoteUICommandNotGetPlayStatus., CurrentMFiFirmwareSpecFileReference (1.4.1), 2.2, NO, NO, NO, Error, accessory sent %1$@ without first attempting %2$@
UsesiAP, GetiPodOptionsWithoutTryingGetiPodOptionsForLingo, This rule throws an error if the accessory sends GetiPodOptions without first trying to see if the iPod supports  GetiPodOptionsForLingo., CurrentMFiFirmwareSpecFileReference (3.3.30), 1.3, NO, NO, NO, Error, accessory sent GetiPodOptions without first trying GetiPodOptionsForLingo
UsesiAP, IAPSentAfterUnsupportedAccessory, This rule throws an error if the accessory sends any iAP traffic after it has sent an IDL with all parameters set to 0xFFFFFFFF indicating an unsupported accessory, CurrentMFiFirmwareSpecFileReference (1.7), 1.4, NO, NO, NO, Error, accessory sent an iAP packet after sending IdentifyDeviceLingoes indicating an unsupported accessory
UsesiAP, IAPSentDuringFlowControlWaitTime, This rule throws an error if the accessory sends any iAP packets after receiving a FlowControl  notification and before the FlowControl wait time elapses., CurrentMFiFirmwareSpecFileReference (3.3.54), 1.4, NO, NO, NO, Error, accessory did not wait for the FlowControl wait time to elapse
UsesiAP, IPodAuthBeforeDeviceAuth, This rule throws an error if authentication of the iPod is started before authentication of the device has started. This rule will not fire if the accessory fails CommandRequiresAuthenticationV2., CurrentMFiFirmwareSpecFileReference (2.4.4), 1.0, NO, NO, NO, Error, accessory sent iPod authentication-related command before successfully completing accessory authentication
UsesiAP, IPodOutWithoutClaim, This rule throws an error if the accessory attempts to use any iPod Out features without the user first checking the _iPod Out_ claim., N/A, 1.5, NO, NO, YES, Error, accessory used an iPod Out command_ but the accessory's claims do not indicate support
UsesiAP, Identification, This rule throws an error if the iPod sends an iPodAck and there are more than one pending RequestLingoProtocolVersion commands. This is a dubious rule.  Where is the spec language for this?  rdar://problem/11929863 Vet the Identification rule, N/A, 1.1, NO, NO, NO, Error, Got iPodAck for RequestLingoProtocolVersion_ but there were %1$lu pending RequestLingoProtocolVersion commands. Do not send new RequestLingoProtocolVersion requests before receiving a reply or a timeout for the previous one
UsesiAP, InsufficientRetryingOfIDL, This rule throws an error if the accessory gives up too early in the face of non-response to IDL. Although not a formal spec requirement_ we want to encourage accessories to continue to retry IDL even in the absence of a NACK_ because iPhone may be non-responsive for a period immediately after boot or wake-up.  For the purposes of this rule_ the accessory should try sending IDL at least 5 times and for at least 5 seconds before giving up_ at which point an accessory that supports 3G iPod may fall back and attempt a legacy Identify.  Accessories that don't support 3G iPod should continue trying IDL forever.  (Can they really *never* give up?), N/A, 1.1, NO, NO, NO, Error, accessory failed to retry IdentifyDeviceLingoes five times within five seconds after receiving no response to IdentifyDeviceLingoes
UsesiAP, LegacyIdentifyForDigitalAudio, This rule throws an error if the accessory sends Identify for Digital Audio Lingo, CurrentMFiFirmwareSpecFileReference (4.10), 2.2, NO, NO, NO, Error, accessory sent legacy Identify for Digital Audio Lingo
UsesiAP, LineOutPreferencesSeenWithoutLineOutAccessoryClaim, This rule throws an error if the accessory sets preferences for line out but the _Line Out Accessory_ claim was not selected. Notes: rdar://problem/6804130, N/A, 1.3, NO, NO, YES, Error, accessory set line out preferences but the accessory's claims do not indicate support
UsesiAP, LocationLingoIdentificationWithoutLocationClaim, This rule throws an error if the accessory identifies as supporting Location lingo but the _Location_ claim was not selected.  Notes: rdar://problem/6804130, N/A, 1.3, NO, NO, YES, Error, accessory identified for Location lingo_ but the accessory's claims do not indicate support
UsesiAP, MissingRequestTransportMaxPayloadSizeDuringIDPS, This rule throws an error if the accessory fails to send RequestTransportMaxPayloadSize during IDPS, CurrentMFiFirmwareSpecFileReference (2.3.2.1), 2.2, NO, NO, NO, Error, accessory failed to send RequestTransportMaxPayloadSize during IDPS
UsesiAP, NoIdentificationAfterPowerCycle30Pin, This rule throws an error if the accessory does not identify itself using StartIDPS_ IdentifyDeviceLingoes_ or legacy Identify within five seconds of Accessory Power going high.  It is intended to catch accessories that fail to handle iPod sleep/wake cycles., CurrentMFiHardwareSpecFileReference (pg. 35), 1.2, NO, NO, NO, Error, accessory did not identify within 3 seconds of accessory power going high
UsesiAP, NoNewIdentificationBetweenIDLAndACK, This rule throws an error if an Identify or IDL or StartIDPS is sent too soon (within 500 ms) after a previous IDL that has not yet been ACK'd.   A threshold of 500 ms is used.  The purpose of this rule is to catch accessories that time-out too quickly in the face of iPod/iPhone IDL non-response on (say) boot or wake-up., CurrentMFiFirmwareSpecFileReference (2.4), 1.1, NO, NO, NO, Error, accessory sent new Identify_ IdentifyDeviceLingoes_ or StartIDPS less than 500 ms (actual %1$llu ms) after IdentifyDeviceLingoes and before iPodAck
UsesiAP, NoResponseToGetAccessoryAuthenticationInfo, This rule throws an error if an accessory fails to respond to  GetAccessoryAuthenticationInfo with RetAccessoryAuthenticationInfo within 15 seconds. rdar://problem/11930379 Vet NoResponseToGetAccessoryAuthenticationInfo. Timeout at 15 seconds or 2?, CurrentMFiFirmwareSpecFileReference (2.4.2), 1.1, NO, NO, NO, Error, accessory failed to respond to GetAccessoryAuthenticationInfo within 15 seconds
UsesiAP, NoResponseToGetAccessoryInfo, This rule throws an error if the accessory fails to respond to a GetAccessoryInfo command within 500 ms., CurrentMFiFirmwareSpecFileReference (3.3.33), 1.5, NO, NO, NO, Error, accessory did not reply to GetAccessoryInfo for accessory info type %1$u (0x%1$02X) with RetAccessoryInfo within 500 ms
UsesiAP, PendingACK, This rule throws a warning if the accessory retries a command before the timeout specified by the iPod, CurrentMFiFirmwareSpecFileReference (3.3.2), 1.1, NO, NO, NO, Warning, accessory retried command ID 0x%1$x before the %2$llu ms timeout specified by the Apple device
UsesiAP, Power100mAExceeded30Pin, This rule throws an error if the average current exceeds 100 mA at any time., CurrentMFiHardwareSpecFileReference (pg. 48), 1.1, NO, NO, NO, Error, average current %1$.1lf mA exceeds 100.0 mA
UsesiAP, RFTunerIdentificationWithoutClaim, This rule throws an error if the accessory identifies as supporting RF Tuner lingo but the _RF Tuner_ claim was not selected., N/A, 1.4, NO, NO, YES, Error, accessory identified for RF Tuner lingo but the accessory's claims do not indicate support
UsesiAP, RFTunerWithoutClaim, This rule throws an error of the accessory attempts to use any RF Tuner features without the user  first checking the _RF Tuner_ claim., N/A, 1.4, NO, NO, YES, Error, accessory used an RF Tuner command_ but the accessory's claims do not indicate support
UsesiAP, RedundantGetAfterNotification, This rule throws an error if a Get is sent multiple times after registering for a notification for the same information, CurrentMFiFirmwareSpecFileReference (1.4.1), 2.2, NO, NO, NO, Error, accessory sent multiple Gets after registering for a notification for the same information
UsesiAP, ReferToRetiPodOptionsForLingoGeneralBit27NotUSBHostModeBit0, This rule issues a warning whenever the iPod sends a RetiPodOptionsForLingo for USB Host Mode lingo with bit 0 set informing the developer that this bit is deprecated and that RetiPodOptionsForLingo General lingo bit 27 should be used to determine if the iPod supports invoking USB Host Mode via hardware., CurrentMFiFirmwareSpecFileReference (Table 3-132), 2.2.1, NO, NO, NO, Warning, RetiPodOptionsForLingo USB Host Mode lingo bit 0 is deprecated. Refer to RetiPodOptionsForLingo General lingo bit 27 to determine USB Host Mode hardware invocation capability.
UsesiAP, RemoteUIIdentificationWithoutRemoteUIClaim, This rule throws an error if the accessory identifies as supporting Remote UI but the _Remote UI (Head Unit)_ claim  was not selected., N/A, 1.3, NO, NO, YES, Error, accessory identified for Extended Interface lingo but the accessory's claims do not indicate support
UsesiAP, RemoteUIModeCommandsRequireLingo4, This rule throws an error if the accessory uses any of RequestExtendedInterfaceMode_ EnterExtendedInterfaceMode or ExitExtendedInterfaceMode commands without having first identified for Extended Interface (lingo 4). Also throw this error if no identify command has been sent at all. Notes: Updated with IDPS support, CurrentMFiFirmwareSpecFileReference (1.11.1), 1.1, NO, NO, NO, Error, RequestExtendedInterfaceMode_ SetUIMode (Extended Interface mode)_ or ExitExtendedInterfaceMode may only be used if the accessory successfully identifies for Extended Interface (lingo 0x04)
UsesiAP, RepeatRetAccessoryAuthenticationInfoSentBeforeACK, This rule throws an error if another RetAccessoryAuthenticationInfo is sent before the previously sent one has been ACKed_ unless a new GetAccessoryAuthenticationInfo has been received., CurrentMFiFirmwareSpecFileReference (2.4.3), 1.1, NO, NO, NO, Error, new RetAccessoryAuthenticationInfo sent before the previous one was acknowledged
UsesiAP, RepeatedGetSentTooQuickly, This rule throws an error if a Get is sent within 1 second of receiving the Ret after the previous Get.  Note_ the rule only checks the following commands_ as these are the ones explicitly called out by the spec: // ExtendedInterface::GetPlayStatus // ExtendedInterface::GetShuffle // ExtendedInterface::GetRepeat // ExtendedInterface::GetIndexedPlayingTrackInfo // DisplayRemote::GetiPodStateInfo // DisplayRemote::GetPlayStatus, CurrentMFiFirmwareSpecFileReference (1.4.1), 2.2, NO, NO, NO, Error, accessory sent a %1$@ command less than 1000 ms from the previous response (actual %2$lld ms)
UsesiAP, RequestApplicationLaunchRetriedAfterNACK, This rule throws an error if an accessory attempts to use the RequestApplicationLaunch command after the iPod NACK'd with any non-zero status value (other than 0x06 = cmd pending)., CurrentMFiFirmwareSpecFileReference (3.3.64), 1.5, NO, NO, NO, Error, accessory retried RequestApplicationLaunch after iPod sent iPodAck indicating that it already failed
UsesiAP, RequestApplicationLaunchUnsupported, This rule throws an error if an accessory attempts to use the RequestApplicationLaunch command if option bit 24 was not enabled in RetiPodOptionsForLingo., CurrentMFiFirmwareSpecFileReference (Table 3-2), 1.5, NO, NO, NO, Error, the iPod did not return support for applications auto-launching in RetiPodOptionsForLingo
UsesiAP, RequestIdentifyNotAnswered, This rule throws an error if the accessory fails to respond to a RequestIdentify command with IdentifyDeviceLingoes_ StartIDPS_ or legacy Identify within 3 seconds. Notes: Updated with IDPS support, CurrentMFiFirmwareSpecFileReference (3.3.1), 1.1, NO, NO, NO, Error, accessory did not respond to RequestIdentify within 3 seconds
UsesiAP, RequestLingoProtocolVersionWithoutTryingGetiPodOptionsForLingo, This rule throws an error if the accessory sends RequestLingoProtocolVersion without first trying GetiPodOptionsForLingo, CurrentMFiFirmwareSpecFileReference (3.3.12), 2.2, NO, NO, NO, Error, accessory sent RequestLingoProtocolVersion %1$@
UsesiAP, RetAccessoryAuthenticationInfoCertClassUnparsable, This rule fires an error when the cert class is unparsable from the cert serial number information., CurrentMFiFirmwareSpecFileReference (3.3.18), 2.0, NO, NO, NO, Error, accessory sent unparsable certificate class information
UsesiAP, RetAccessoryAuthenticationInfoCertSerialUnparsable, This rule fires an error when the cert serial number value in the certificate is unparsable_ which indirectly means that the certificate is also unparsable., CurrentMFiFirmwareSpecFileReference (3.3.18), 2.0, NO, NO, NO, Error, accessory sent unparsable certificate information
UsesiAP, RetAccessoryAuthenticationInfoMaxSectionIndexMismatch, This rule fires a warning if the accessory sends a multisection RetAccessoryAuthenticationInfo whose certificateMaximumSectionIndex does not match the certificateMaximumSectionIndex of the first RetAccessoryAuthenticationInfo packet., CurrentMFiFirmwareSpecFileReference (3.3.18), 2.0, NO, NO, NO, Warning, the accessory sent a certificate section with a maximum section index of %1$d after sending one with a maximum section index of %2$d
UsesiAP, RetAccessoryAuthenticationInfoOutOfRangeSectionIndex, This rule fires an error if the accessory sends RetAccessoryAuthenticationInfo with certificateCurrentSectionIndex greater than certificateMaximumSectionIndex., CurrentMFiFirmwareSpecFileReference (3.3.18), 2.0, NO, NO, NO, Error, the accessory sent a certificate section with an index (%1$d) greater than the maximum section index (%2$d)
UsesiAP, RetAccessoryAuthenticationInfoWithEmptyCertDataPayload, This rule fires an error if the accessory sends RetAccessoryAuthenticationInfo with an empty certificateData payload., CurrentMFiFirmwareSpecFileReference (3.3.18), 2.0, NO, NO, NO, Error, accessory sent RetAccessoryAuthenticationInfo with an empty certificate data payload
UsesiAP, RetAccessoryInfoTypeTwoDeprecated, This rule throws a warning if the accessory sends RetAccessoryInfo with Accessory Info Type 0x02 (minimum supported iPod firmware version), CurrentMFiFirmwareSpecFileReference (Table 3-46), 2.1, NO, NO, NO, Warning, accessory info type 0x02 for command RetAccessoryInfo is deprecated
UsesiAP, RetAccessoryStatusNotificationMissingAfterSetAccessoryStatusNotification, This rule throws an error if the accessory does not respond to SetAccessoryStatusNotification  with a RetAccessoryStatusNotification within 500 ms., CurrentMFiFirmwareSpecFileReference (3.3.50), 1.4, NO, NO, NO, Error, accessory did not respond to SetAccessoryStatusNotification (transaction ID = %hu) with a RetAccessoryStatusNotification within 500 ms
UsesiAP, RetAccessoryStatusNotificationWithUnrecognizedBits, This rule throws an error if the accessory sends RetAccessoryStatusNotification that sets a bit that wasn't included in the iPod's SetAccessoryStatusNotification., CurrentMFiFirmwareSpecFileReference (3.3.51), 1.4, NO, NO, NO, Error, accessory set a bit that was not included in SetAccessoryStatusNotification
UsesiAP, SetEventNotificationBeforeRetSupportedEventNotification, This rule throws an error if the accessory sends SetEventNotification prior to receiving  RetSupportedEventNotification or ACK bad parameter of GetSupportedEventNotification from the iPod., CurrentMFiFirmwareSpecFileReference (1.4.2), 1.4, NO, NO, NO, Error, accessory sent SetEventNotification prior to receiving RetSupportedEventNotification or ACK bad parameter of GetSupportedEventNotification
UsesiAP, SetEventNotificationWithUnrecognizedBits, This rule throws an error if the accessory sends SetEventNotification that sets a bit that wasn't included in the iPod's RetSupportedEventNotification., CurrentMFiFirmwareSpecFileReference (1.4.2), 1.4, NO, NO, NO, Error, accessory set a bit that was not included in RetSupportedEventNotification
UsesiAP, SetUIModeSentWheniPodOutUnusable, This rule throws an error if the accessory sends SetUIMode attempting to enable iPod Out mode after the iPod has sent RetiPodOptionsForLingo with lingo ID set to 0x0D and bit 0x00 set to 0_ or after the iPod has responded  with a non-zero ACK to GetiPodOptionsForLingo with a LingoID of 0x0D., CurrentMFiFirmwareSpecFileReference (Table 3-132), 1.5, NO, NO, NO, Error, accessory attempted to enter iPod Out mode when iPod Out is unusable
UsesiAP, SimpleRemoteCommandSentWithoutSimpleRemoteClaim, This rule throws an error if the accessory sends a Simple Remote command but the _Simple Remote_ claim was not selected.  Notes: rdar://problem/6804130, N/A, 1.3, NO, NO, YES, Error, accessory sent a Simple Remote command_ but the accessory's claims do not indicate support
UsesiAP, SimpleRemoteIdentifiedWithoutSimpleRemoteClaim, This rule throws an error if the accessory identifies for Simple Remote command but the _Simple Remote_ claim was not selected.  Notes: rdar://problem/9137131, N/A, 2.1, NO, NO, YES, Error, accessory identified for Simple Remote_ but the accessory's claims do not indicate support
UsesiAP, SportsLingoIdentificationWithoutGymEquipmentClaim, This rule throws an error if the accessory identifies as supporting Sports lingo but the _Gym Equipment_ claim was not selected. Notes: Supersedes existing IDLLingo9WithoutGymEquipmentClaim, N/A, 1.3, NO, NO, YES, Error, accessory identified for Sports lingo but the accessory's claims do not indicate support
UsesiAP, StorageLingoIdentificationWithoutStorageLingoAccessoryClaim, This rule throws an error if the accessory identifies as supporting Storage lingo but the _Storage Lingo Accessory_  claim was not selected. Notes: rdar://problem/6804130, N/A, 1.3, NO, NO, YES, Error, accessory identified for Storage lingo but the accessory's claims do not indicate support
UsesiAP, USBHostModeIdentificationWithoutClaim, This rule throws an error if the accessory identifies as supporting USB Host Mode lingo but the _USB Host Mode_ claim was not selected., N/A, 1.4, NO, NO, YES, Error, accessory identified for USB Host Mode lingo but the accessory's claims do not indicate support
UsesiAP, USBHostModeWithoutClaim, This rule throws an error of the accessory attempts to use any USB Host Mode features without the user first checking the _USB Host Mode_ claim., N/A, 1.4, NO, NO, YES, Error, accessory used a USB Host Mode command but the accessory's claims do not indicate support
UsesiAP, VideoOutPreferencesSeenWithoutVideoOutAccessoryClaim, This rule throws an error if the accessory sets preferences for video out but the _Video Out Accessory_ claim was not selected.  Notes: rdar://problem/6804130, N/A, 1.3, NO, NO, YES, Error, accessory set video out preferences but the accessory's claims do not indicate support
UsesiAP, VideoOutTurnedOnWithoutVideoOutPreferences, This rule throws a warning if the accessory turns on video out during IDPS but does not set any video out preferences., CurrentMFiFirmwareSpecFileReference (3.3.36), 1.3, NO, NO, NO, Warning, accessory turned on video out during IDPS without setting any video out preferences
UsesiAP, VoiceOverCommandBeforeAccessoryCapsToken, This rule throws an error if an accessory attempts to use a VoiceOver command if option bit 0x11 was not set in the AccessoryCapsToken when identifying via IDPS., CurrentMFiFirmwareSpecFileReference (1.13), 2.2, NO, NO, NO, Error, accessory sent a VoiceOver command_ but the VoiceOver bit was not set in AccessoryCapsToken
UsesiAP, VoiceOverCommandBeforeRetiPodOptionsForLingo, This rule throws an error if an accessory attempts to use a VoiceOver command if option bit 0x0A was not enabled for lingo 0x02 in RetiPodOptionsForLingo., CurrentMFiFirmwareSpecFileReference (1.13), 2.2, NO, NO, NO, Error, accessory sent a VoiceOver command_ but the iPod did not return support in RetiPodOptionsForLingo
UsesiAP, VoiceOverWithoutClaim, This rule throws an error of the accessory attempts to use any VoiceOver command without the user first checking the _VoiceOver_ claim., N/A, 2.2, NO, NO, YES, Error, accessory sent a VoiceOver command_ but the accessory's claims do not indicate support
UsesiAP, WarnAboutRequestiPodModelNum, This rule throws a warning if the accessory ever sends RequestiPodModelNum_ as a reminder that this is not a future-proof way to determine iPod capabilities.  The command itself is perfectly legal_ but many accessory developers have made this  mistake., CurrentMFiFirmwareSpecFileReference (Table 3-1), 1.0, NO, NO, NO, Warning, do not use RequestiPodModelNum to determine iPod capabilities. Consider using GetiPodOptionsForLingo_ GetiPodOptions_ or RequestLingoProtocolVersion instead.
UsesiAP, WarnAboutRequestiPodSoftwareVersion, This rule throws a warning if the accessory ever sends RequestiPodSoftwareVersion_ as a reminder that this is not a  future-proof way to determine iPod capabilities.  The command itself is perfectly legal_ but many accessory developers have made this mistake., CurrentMFiFirmwareSpecFileReference (3.3.8), 1.0, NO, NO, NO, Warning, do not use RequestiPodSoftwareVersion to determine iPod capabilities; consider using GetiPodOptionsForLingo_ GetiPodOptions_ or RequestLingoProtocolVersion instead
RemoteUIHeadUnit, ExtendedInterfaceModeWithoutRegistrationForDatabaseChangeNotification, This rule throws an error if an accessory enters Extended Interface mode but did not attempt to register for Database Changed notifications via General lingo's SetEventNotification command. If the iPod does not support this notification type_ the error is not thrown., CurrentMFiFirmwareSpecFileReference (1.11.2.2.5), 2.2, NO, NO, NO, Error, accessory entered Extended Interface mode without attempting to register for Database Changed notifications (using General lingo SetEventNotification)
RemoteUIHeadUnit, ExtendedInterfaceRequiredCommandsNotSeenCA, Fire an error during the Extended Interface test if an Extended Interface lingo command was not seen, N/A, 3.0, NO, NO, NO, Error, the required commands for the Extended Interface test were not seen
RemoteUIHeadUnit, GetLyricsRepeatFrequencyTooFast, This rule generates a warning if lyrics are being requested faster than every 0.5 seconds. rdar://problem/11979428 Vet GetLyricsRepeatFrequencyTooFast, N/A, 1.1, NO, NO, NO, Warning, accessory is sending requests for lyrics faster than once every 0.5 seconds
RemoteUIHeadUnit, GetNumPlayingTracksNotSentBeforeGetPBTrackInfo, Fire an error if GetPBTrackInfo is sent and GetNumPlayingTracks has not been sent previously., N/A, 5.0, NO, NO, NO, Error, accessory did not check the number of tracks in playback engine before calling GetPBTrackInfo
RemoteUIHeadUnit, GetPlayStatusBeforePlayControlACK, This rule throws an error if the accessory sends a GetPlayStatus command after sending a command that changes the play status but not waiting for an ACK of that command. rdar://problem/11979187 Vet GetPlayStatusBeforePlayControlACK, N/A, 1.1, NO, NO, NO, Error, GetPlayStatus sent before iPodAck of PlayControl received
RemoteUIHeadUnit, IncorrectSelectDBRecordFieldLength, This rule throws a warning if an accessory sends SelectDBRecord(65535)_ since this almost certainly was meant to be  SelectDBRecord(-1) instead., CurrentMFiFirmwareSpecFileReference (5.1.20), 1.1, NO, NO, NO, Warning, accessory sent SelectDBRecord with index of 65535 but likely intended an index of -1
RemoteUIHeadUnit, Lingo4DBSelection, This rule throws an error if database reset (via ResetDBSelection or ResetDBSelectionHierarchy) followed by database selection (via SelectDBRecord  or SelectSortDBRecord) without an intervening GetNumberCategorizedDBRecords to establish record counts.  This rule is  implemented in Obj-C., CurrentMFiFirmwareSpecFileReference (5.1.19), 1.1, NO, NO, NO, Error, ReturnNumberCategorizedDBRecords for category '%1$@' not received before sending %2$@
RemoteUIHeadUnit, Lingo4OnlyInExtendedInterfaceMode, This rule generates an error if a Remote UI command is sent while not in Remote UI mode., CurrentMFiFirmwareSpecFileReference (1.11.2), 1.1, NO, NO, NO, Error, extended interface command sent when iPod is not in extended UI mode
RemoteUIHeadUnit, NoGetArtworkFormats, This rule generates an error if GetIndexedPlayingTrackInfo with infoType = 7_ GetTrackArtworkTimes_ or GetTrackArtworkData is sent without sending GetArtworkFormats first. rdar://problem/11979415 Vet NoGetArtworkFormats, CurrentMFiFirmwareSpecFileReference (1.11.2.3), 1.1, NO, NO, NO, Error, accessory sent GetIndexedPlayingTrackInfo with InfoType=7_ GetTrackArtworkTimes_ or GetTrackArtworkData without sending GetArtworkFormats first
RemoteUIHeadUnit, NoGetCurrentPlayingTrackChapterInfo, This rule generates a warning if GetCurrentPlayingTrackChapterInfo was not sent before sending  GetCurrentPlayingTrackChapterPlayStatus_ SetCurrentPlayingTrackChapter_ GetCurrentPlayingTrackChapterName. Note: If the accessory is signed up for notifications_ they may get chapter information from a notification. rdar://problem/11979211 Vet NoGetCurrentPlayingTrackChapterInfo, N/A, 1.1, NO, NO, NO, Warning, accessory did not send GetCurrentPlayingTrackChapterInfo before sending GetCurrentPlayingTrackChapterPlayStatus_ SetCurrentPlayingTrackChapter_ or GetCurrentPlayingTrackChapterName
RemoteUIHeadUnit, NoRequestLingoProtocolVersionForLingo4, This rule throws a warning if the Remote UI commands are issued without checking the version or the options for the lingo first., N/A, 1.5, NO, NO, NO, Warning, accessory sent Extended Interface lingo commands before checking Extended Interface protocol version or checking the iPod options for Extended Interface Lingo
RemoteUIHeadUnit, PlayControlCommandCodeDeprecated, This rule will throw a warning if a deprecated PlayControl command code is sent by the accessory., CurrentMFiFirmwareSpecFileReference (Table 5-49), 2.0, NO, NO, NO, Warning, PlayControl command %1$@ (0x%2$02X) is deprecated please use command %3$@ (0x%4$02X) instead
RemoteUIHeadUnit, PlayControlCommandNotEndFFREWAfterStartFF, This rule will throw an error if any PlayControl command is sent after StartFF is sent but before EndFF/REW is sent., CurrentMFiFirmwareSpecFileReference (Table 5-49), 1.5, NO, NO, NO, Error, accessory sent a PlayControl command that is not End FF/REW after sending Start FF
RemoteUIHeadUnit, PlayControlCommandNotEndFFREWAfterStartREW, This rule will throw an error if any PlayControl command is sent after StartREW is sent but before EndFF/REW is sent., CurrentMFiFirmwareSpecFileReference (Table 5-49), 1.5, NO, NO, NO, Error, accessory sent a PlayControl command that is not End FF/REW after sending Start REW
RemoteUIHeadUnit, PlayControlResumeiPodWithoutThirdPartyApplicationCommunication, This rule throws an error if the accessory sends PlayControl Resume iPod (0x0E) while not interacting with a third-party application rdar://problem/11769275, CurrentMFiFirmwareSpecFileReference (1.8), 3.0, NO, NO, NO, Error, accessory sent PlayControl Resume iPod (0x0E) without current interaction with a third-party application
RemoteUIHeadUnit, RecordIndexOutOfBounds, This rule throws an error if record index used by SelectDBRecord or SelectSortDBRecord is greater than the record count for that category, CurrentMFiFirmwareSpecFileReference (5.1.20), 1.1, NO, NO, NO, Error, record index %1$d is out of bounds (there are %2$d records in this category)
RemoteUIHeadUnit, RemoteUIEntryTooSoonAfterExit, This rule throws a warning if an accessory re-enters Remote UI mode within 500 milliseconds of leaving it. Although not strictly illegal_ this is almost certainly a sign that the accessory is behaving badly., N/A, 2.0, NO, NO, NO, Warning, accessory re-entering Extended Interface mode within 500 ms of exiting (entered after only %1$llu ms)
RemoteUIHeadUnit, RemoteUIExitTooSoonAfterEntry, This rule throws a warning if an accessory exits Remote UI mode within 500 milliseconds of entering it. Although not strictly illegal_ this is almost certainly a sign that the accessory is behaving badly., N/A, 1.1, NO, NO, NO, Warning, accessory exited Extended Interface mode within 500 ms of entering (exited after only %1$llu ms)
RemoteUIHeadUnit, SetCurrentPlayingTrackChapterBeforeReturnCurrentPlayingTrackChapterInfo, This rule throws a warning if SetCurrentPlayingTrackChapter was sent before receiving ReturnCurrentPlayingTrackChapterInfo. rdar://problem/11979219 Vet SetCurrentPlayingTrackChapterBeforeReturnCurrentPlayingTrackChapterInfo, N/A, 1.1, NO, NO, NO, Warning, accessory sent SetCurrentPlayingTrackChapter before receiving ReturnCurrentPlayingTrackChapterInfo
RemoteUIHeadUnit, SetCurrentPlayingTrackChapterOutOfBounds, This rule throws an error if the chapter index requested to be played by SetCurrentPlayingTrackChapter is out of bounds. rdar://problem/11979406 Vet SetCurrentPlayingTrackChapterOutOfBounds, N/A, 1.1, NO, NO, NO, Error, chapter index %u is greater or equal to the chapter count %u
RemoteUIHeadUnit, SetDisplayImageTooLate, This rule throws a warning if an accessory sends SetDisplayImage more than 15 seconds after entering Remote UI mode. Although not strictly illegal_ this may be a sign that the accessory is attempting to use SetDisplayImage to fake  out custom UI., CurrentMFiFirmwareSpecFileReference (5.1.46), 1.1, NO, NO, NO, Warning, accessory called SetDisplayImage more than 15 seconds after entering Extended Interface mode (actual %llu ms)
RemoteUIHeadUnit, SetPlayStatusChangeNotificationOneByteFormSentWithoutVerifyingFourByteFormUnsupported, This rule throws an error if an accessory sends the SetPlayStatusChangeNotification command in its one-byte form without first receiving an iPodAck to SetPlayStatusChangeNotification in its four-byte form with a status code other than Success, CurrentMFiFirmwareSpecFileReference (5.1.35), 2.2, NO, NO, NO, Error, accessory sent the one-byte form of SetPlayStatusChangeNotification without first trying the four-byte form
RemoteUIHeadUnit, UnselectingTracksNotAllowed, This rule throws an error if the user sends SelectDBRecord or SelectSortDBRecord with the special record index -1 (unselect) for a category other than track., CurrentMFiFirmwareSpecFileReference (5.1.20), 1.1, NO, NO, NO, Error, unselecting tracks is not allowed
LineOutAccessory, AnalogAudioOutRequiredCommandsNotSeenCA, Fire an error during the Analog Audio Out test the accessory doesn't set line out prefs (except if the Apple device doesn't support them), N/A, 3.0, NO, NO, NO, Error, the required commands for the Analog Audio Out test were not seen
